gene,gene_full,vulnerability_score
CCDC105,CCDC105 (126402),-0.013722065
NDUFS3,NDUFS3 (4722),-0.013728808
AKAP8,AKAP8 (10270),-0.01373801
MORC3,MORC3 (23515),-0.0137427375
RWDD1,RWDD1 (51389),-0.013744182
HSD17B14,HSD17B14 (51171),-0.01374929
AMIGO2,AMIGO2 (347902),-0.013754106
GJB6,GJB6 (10804),-0.013755597
FPR3,FPR3 (2359),-0.0137581425
MAPKAPK3,MAPKAPK3 (7867),-0.013760048
FLCN,FLCN (201163),-0.013763285
ABHD12B,ABHD12B (145447),-0.013764039
PPT1,PPT1 (5538),-0.01376653
TTPA,TTPA (7274),-0.013770776
KIF13B,KIF13B (23303),-0.0137712415
ADAM21,ADAM21 (8747),-0.013773367
ZNF169,ZNF169 (169841),-0.013776848
NHS,NHS (4810),-0.013777685
LDAH,LDAH (60526),-0.013778733
IL17F,IL17F (112744),-0.013780566
CDK16,CDK16 (5127),-0.013785521
SLC25A29,SLC25A29 (123096),-0.013791953
CNTRL,CNTRL (11064),-0.013793274
TMEM126A,TMEM126A (84233),-0.013793567
KCNQ4,KCNQ4 (9132),-0.013797647
BRINP1,BRINP1 (1620),-0.013806372
SOAT2,SOAT2 (8435),-0.013814646
PODXL,PODXL (5420),-0.013816319
HYKK,HYKK (123688),-0.013816464
OTX2,OTX2 (5015),-0.013819631
DELE1,DELE1 (9812),-0.013819827
HYCC2,HYCC2 (285172),-0.013821737
IFNA2,IFNA2 (3440),-0.013823133
TCTN3,TCTN3 (26123),-0.013824129
EYA4,EYA4 (2070),-0.013825771
PTPRH,PTPRH (5794),-0.013828146
TMSB4X,TMSB4X (7114),-0.013828194
PARP9,PARP9 (83666),-0.013829776
JAM2,JAM2 (58494),-0.013830423
B9D2,B9D2 (80776),-0.013831552
NCOA7,NCOA7 (135112),-0.013831733
UBXN2B,UBXN2B (137886),-0.013833985
DHCR24,DHCR24 (1718),-0.013838098
RUFY1,RUFY1 (80230),-0.013841873
LRRC8D,LRRC8D (55144),-0.013843229
CDH2,CDH2 (1000),-0.013849354
CHRD,CHRD (8646),-0.013849931
GADD45G,GADD45G (10912),-0.013854245
GDF6,GDF6 (392255),-0.013856972
ANKRD34A,ANKRD34A (284615),-0.013858028
CYP3A7,CYP3A7 (1551),-0.013859364
PDE3A,PDE3A (5139),-0.013860096
RBM41,RBM41 (55285),-0.013860872
TRIM23,TRIM23 (373),-0.013862837
RAB3B,RAB3B (5865),-0.013862974
PRDM6,PRDM6 (93166),-0.013863649
SLC22A15,SLC22A15 (55356),-0.013864139
CDNF,CDNF (441549),-0.013864316
CA13,CA13 (377677),-0.013871119
PCDHB10,PCDHB10 (56126),-0.013873656
BEND7,BEND7 (222389),-0.013886607
MMP16,MMP16 (4325),-0.013888301
RAET1E,RAET1E (135250),-0.013890676
KRTAP9-1,KRTAP9-1 (728318),-0.013894147
OSR1,OSR1 (130497),-0.013897866
CRLF3,CRLF3 (51379),-0.013901858
HMCN1,HMCN1 (83872),-0.013903402
HCCS,HCCS (3052),-0.013903718
FAM53B,FAM53B (9679),-0.013910066
FFAR4,FFAR4 (338557),-0.013914381
NUTM1,NUTM1 (256646),-0.013917954
CALHM1,CALHM1 (255022),-0.013918568
HSPH1,HSPH1 (10808),-0.01392092
CHST13,CHST13 (166012),-0.013922378
BTBD9,BTBD9 (114781),-0.013923308
SLC10A3,SLC10A3 (8273),-0.01392347
TAP2,TAP2 (6891),-0.013925128
G3BP2,G3BP2 (9908),-0.01393675
STK31,STK31 (56164),-0.013939327
LAMC2,LAMC2 (3918),-0.013942819
VPS26C,VPS26C (10311),-0.01394409
RABGAP1L,RABGAP1L (9910),-0.013945462
SANBR,SANBR (84542),-0.013945574
TSKS,TSKS (60385),-0.013947042
CASP10,CASP10 (843),-0.013956327
BMP8B,BMP8B (656),-0.013958654
SERPINE3,SERPINE3 (647174),-0.013964444
ADAMTS17,ADAMTS17 (170691),-0.013964643
ST6GALNAC1,ST6GALNAC1 (55808),-0.0139713455
TBC1D14,TBC1D14 (57533),-0.0139732575
PTBP3,PTBP3 (9991),-0.013973333
PTPRG,PTPRG (5793),-0.013979045
BACH2,BACH2 (60468),-0.013983662
SDC2,SDC2 (6383),-0.013985948
TCFL5,TCFL5 (10732),-0.013990549
LSMEM2,LSMEM2 (132228),-0.013991425
OPTN,OPTN (10133),-0.0139943445
CROT,CROT (54677),-0.013995619
ANKRD2,ANKRD2 (26287),-0.013997963
AGTPBP1,AGTPBP1 (23287),-0.0140056005
RBFOX2,RBFOX2 (23543),-0.014006336
CHRM5,CHRM5 (1133),-0.014008058
CLUAP1,CLUAP1 (23059),-0.01401081
MAP4,MAP4 (4134),-0.014012274
TBC1D19,TBC1D19 (55296),-0.014014753
ERG28,ERG28 (11161),-0.0140148485
SYNJ2BP,SYNJ2BP (55333),-0.014020329
PRAF2,PRAF2 (11230),-0.0140208155
ABCC11,ABCC11 (85320),-0.014021714
BTNL9,BTNL9 (153579),-0.014024731
IKBKB,IKBKB (3551),-0.014027174
ARHGAP30,ARHGAP30 (257106),-0.014027831
PIH1D1,PIH1D1 (55011),-0.014030041
H2AP,H2AP (25763),-0.014034937
KCNK7,KCNK7 (10089),-0.014035093
SDC4,SDC4 (6385),-0.014049179
EDA,EDA (1896),-0.014051192
WAS,WAS (7454),-0.014054536
YY1AP1,YY1AP1 (55249),-0.014054546
FCGRT,FCGRT (2217),-0.014057515
RAD54L,RAD54L (8438),-0.014060732
TAB1,TAB1 (10454),-0.014063053
TMCO3,TMCO3 (55002),-0.014063789
SLC26A2,SLC26A2 (1836),-0.014069465
KDM5A,KDM5A (5927),-0.01407184
AHR,AHR (196),-0.014076089
ZNF763,ZNF763 (284390),-0.014083942
MOV10L1,MOV10L1 (54456),-0.014087176
STX11,STX11 (8676),-0.014091204
MRC2,MRC2 (9902),-0.014094712
CAPN1,CAPN1 (823),-0.014100282
CCDC77,CCDC77 (84318),-0.014101008
PPM1G,PPM1G (5496),-0.014103621
POU4F3,POU4F3 (5459),-0.014110009
CENPU,CENPU (79682),-0.014110093
BMI1,BMI1 (648),-0.014111515
ETS1,ETS1 (2113),-0.014117955
CABS1,CABS1 (85438),-0.014119926
STAT5B,STAT5B (6777),-0.014123642
FLG,FLG (2312),-0.014126557
AFTPH,AFTPH (54812),-0.014128857
PCBD1,PCBD1 (5092),-0.014129364
ITGB6,ITGB6 (3694),-0.014137221
LRMDA,LRMDA (83938),-0.014138353
METTL25B,METTL25B (51093),-0.014141777
LYG2,LYG2 (254773),-0.014142891
INAVA,INAVA (55765),-0.014151603
ALG3,ALG3 (10195),-0.014153366
SMAD1,SMAD1 (4086),-0.014162149
SLCO4A1,SLCO4A1 (28231),-0.014163907
G6PC2,G6PC2 (57818),-0.014164879
PNMA8B,PNMA8B (57469),-0.014165352
PHC3,PHC3 (80012),-0.014168643
PLEKHG3,PLEKHG3 (26030),-0.014177778
LSR,LSR (51599),-0.014178284
S100A16,S100A16 (140576),-0.014179573
LRRC10B,LRRC10B (390205),-0.014180414
PDIA6,PDIA6 (10130),-0.014184445
GPR17,GPR17 (2840),-0.01418539
RNF17,RNF17 (56163),-0.014185521
KIAA0232,KIAA0232 (9778),-0.014185611
RBKS,RBKS (64080),-0.014186103
GPR150,GPR150 (285601),-0.014194782
AHNAK,AHNAK (79026),-0.014198292
C8orf34,C8orf34 (116328),-0.014217307
TFAP2E,TFAP2E (339488),-0.014220343
A2M,A2M (2),-0.014225056
ZNF581,ZNF581 (51545),-0.014227145
KIAA1522,KIAA1522 (57648),-0.014235123
TMC2,TMC2 (117532),-0.014235171
MAN2A1,MAN2A1 (4124),-0.014235839
CYP11B1,CYP11B1 (1584),-0.014236228
ASIC2,ASIC2 (40),-0.014237191
MMP24,MMP24 (10893),-0.0142449755
RNF125,RNF125 (54941),-0.014245173
SDR42E1,SDR42E1 (93517),-0.014245232
PRPF39,PRPF39 (55015),-0.014246391
CHRNA2,CHRNA2 (1135),-0.014247816
PUDP,PUDP (8226),-0.014251604
TRIM29,TRIM29 (23650),-0.014256963
RNF128,RNF128 (79589),-0.014259035
PPARGC1A,PPARGC1A (10891),-0.014259417
MRC1,MRC1 (4360),-0.014265707
LDLRAD4,LDLRAD4 (753),-0.014267573
STX6,STX6 (10228),-0.014277181
CPLX3,CPLX3 (594855),-0.014279723
APOC3,APOC3 (345),-0.014282879
PCDHGA11,PCDHGA11 (56105),-0.0142875
DSTYK,DSTYK (25778),-0.014294005
PNKD,PNKD (25953),-0.014300749
ZFPM1,ZFPM1 (161882),-0.014303045
AP3D1,AP3D1 (8943),-0.014304624
LRP1B,LRP1B (53353),-0.014305245
RASSF9,RASSF9 (9182),-0.01430574
ROR2,ROR2 (4920),-0.014315759
HIRIP3,HIRIP3 (8479),-0.014316419
NIPSNAP3B,NIPSNAP3B (55335),-0.014316927
AKAP13,AKAP13 (11214),-0.014319194
ATP8A2,ATP8A2 (51761),-0.014319328
FNDC3A,FNDC3A (22862),-0.014321022
LIPJ,LIPJ (142910),-0.01432464
MUC12,MUC12 (10071),-0.014327237
PDCD1,PDCD1 (5133),-0.014330478
TSPAN6,TSPAN6 (7105),-0.014335169
CCDC153,CCDC153 (283152),-0.01434058
REPS2,REPS2 (9185),-0.014341706
SLC10A2,SLC10A2 (6555),-0.014344366
MEFV,MEFV (4210),-0.014347547
RESF1,RESF1 (55196),-0.0143568395
MAP3K10,MAP3K10 (4294),-0.01435803
ZNF614,ZNF614 (80110),-0.01435983
ZMYM2,ZMYM2 (7750),-0.014361506
CCNYL1,CCNYL1 (151195),-0.014362371
SMIM19,SMIM19 (114926),-0.014363156
DDX25,DDX25 (29118),-0.014363613
RASGEF1B,RASGEF1B (153020),-0.014366363
SEC61A2,SEC61A2 (55176),-0.014370977
COX7B2,COX7B2 (170712),-0.014371998
BEND4,BEND4 (389206),-0.014378029
TUSC1,TUSC1 (286319),-0.014378512
CPLX2,CPLX2 (10814),-0.014381819
SFTPA1,SFTPA1 (653509),-0.014386021
GCHFR,GCHFR (2644),-0.014386999
CCDC149,CCDC149 (91050),-0.014390566
ST13,ST13 (6767),-0.014401884
DEFB123,DEFB123 (245936),-0.014404701
CHRM4,CHRM4 (1132),-0.014409696
MED12L,MED12L (116931),-0.01441124
PDLIM1,PDLIM1 (9124),-0.0144152725
SERPINI2,SERPINI2 (5276),-0.014415643
STX3,STX3 (6809),-0.014415648
CD19,CD19 (930),-0.014418702
ZNF786,ZNF786 (136051),-0.014420782
MZT2B,MZT2B (80097),-0.014421938
SCN9A,SCN9A (6335),-0.014423099
CST9L,CST9L (128821),-0.014423193
HCST,HCST (10870),-0.014424562
FLT1,FLT1 (2321),-0.014425882
OGFRL1,OGFRL1 (79627),-0.014428887
DNAAF11,DNAAF11 (23639),-0.014429084
SLC12A1,SLC12A1 (6557),-0.014431541
SELENOS,SELENOS (55829),-0.014431961
DACT2,DACT2 (168002),-0.0144329695
SOST,SOST (50964),-0.014434748
DCAF11,DCAF11 (80344),-0.01443635
TLX1,TLX1 (3195),-0.014438116
ADPRM,ADPRM (56985),-0.014439506
CABLES2,CABLES2 (81928),-0.0144429095
STING1,STING1 (340061),-0.014446151
HRNR,HRNR (388697),-0.01444854
CEACAM3,CEACAM3 (1084),-0.014449289
TMEM218,TMEM218 (219854),-0.014451867
SMIM21,SMIM21 (284274),-0.014455392
THAP9,THAP9 (79725),-0.01445924
CCNE1,CCNE1 (898),-0.014464698
FUT2,FUT2 (2524),-0.014466327
TSPAN15,TSPAN15 (23555),-0.014468076
GP5,GP5 (2814),-0.014468688
EGFR,EGFR (1956),-0.014470549
SELENOV,SELENOV (348303),-0.014473389
ZIC4,ZIC4 (84107),-0.014476319
MYO1A,MYO1A (4640),-0.014478205
SLA,SLA (6503),-0.01448112
MAT1A,MAT1A (4143),-0.014483323
SLC28A3,SLC28A3 (64078),-0.0144865345
LAMB4,LAMB4 (22798),-0.014487615
LRRC52,LRRC52 (440699),-0.014487714
ARHGEF15,ARHGEF15 (22899),-0.014492357
LAYN,LAYN (143903),-0.014492977
KLK14,KLK14 (43847),-0.014494919
GPR158,GPR158 (57512),-0.014496238
MNT,MNT (4335),-0.014498268
AIRE,AIRE (326),-0.014498471
NKIRAS2,NKIRAS2 (28511),-0.014499521
AGK,AGK (55750),-0.014505343
IGIP,IGIP (492311),-0.014506058
DEFA4,DEFA4 (1669),-0.014509673
ADGRD1,ADGRD1 (283383),-0.014511033
AMZ1,AMZ1 (155185),-0.014513411
MORC1,MORC1 (27136),-0.014514035
CEP164,CEP164 (22897),-0.014515021
QPCT,QPCT (25797),-0.014515286
SNAP25,SNAP25 (6616),-0.014519458
CLEC9A,CLEC9A (283420),-0.014521259
MTR,MTR (4548),-0.014523165
SLC25A11,SLC25A11 (8402),-0.014526372
DCUN1D4,DCUN1D4 (23142),-0.014529739
LYL1,LYL1 (4066),-0.014529949
POU2AF1,POU2AF1 (5450),-0.014532996
STARD10,STARD10 (10809),-0.0145336175
SMO,SMO (6608),-0.014534791
MEDAG,MEDAG (84935),-0.014537349
TRAM1,TRAM1 (23471),-0.014537546
FOXP3,FOXP3 (50943),-0.014540187
IZUMO2,IZUMO2 (126123),-0.014541983
ANG,ANG (283),-0.014543572
MFRP,MFRP (83552),-0.014545488
FAM3B,FAM3B (54097),-0.014545761
EPN2,EPN2 (22905),-0.014546463
LAMA1,LAMA1 (284217),-0.014547046
SPART,SPART (23111),-0.014550252
YIPF5,YIPF5 (81555),-0.014551533
PLSCR3,PLSCR3 (57048),-0.0145523455
FAM204A,FAM204A (63877),-0.0145523725
NDRG1,NDRG1 (10397),-0.014558345
SUSD6,SUSD6 (9766),-0.014559333
NR4A3,NR4A3 (8013),-0.014561034
TMPRSS11F,TMPRSS11F (389208),-0.014562761
LSS,LSS (4047),-0.014564043
SEMA4D,SEMA4D (10507),-0.0145673845
NUP210L,NUP210L (91181),-0.014569172
TMEM140,TMEM140 (55281),-0.014569687
TECTA,TECTA (7007),-0.014575458
TNFAIP8,TNFAIP8 (25816),-0.014575458
CD52,CD52 (1043),-0.014575689
HMGN5,HMGN5 (79366),-0.014576932
FBXO32,FBXO32 (114907),-0.014577327
LYPLAL1,LYPLAL1 (127018),-0.014581436
DNASE2B,DNASE2B (58511),-0.014583622
GRM6,GRM6 (2916),-0.014584818
POU6F2,POU6F2 (11281),-0.014587014
LRRC40,LRRC40 (55631),-0.014587382
VWA7,VWA7 (80737),-0.014590723
KRBA2,KRBA2 (124751),-0.014590771
FES,FES (2242),-0.014592191
DCLK2,DCLK2 (166614),-0.014596892
BABAM2,BABAM2 (9577),-0.014597064
DENND2A,DENND2A (27147),-0.014602744
PTRH1,PTRH1 (138428),-0.0146078365
AZGP1,AZGP1 (563),-0.0146092065
ENPP4,ENPP4 (22875),-0.014613442
EREG,EREG (2069),-0.014614966
IFITM5,IFITM5 (387733),-0.014629154
PDIA5,PDIA5 (10954),-0.014629399
GSDMC,GSDMC (56169),-0.014631201
CYTH1,CYTH1 (9267),-0.014639082
HOXD8,HOXD8 (3234),-0.014649117
STAT6,STAT6 (6778),-0.014649684
CACNA1D,CACNA1D (776),-0.0146547565
ST6GALNAC5,ST6GALNAC5 (81849),-0.014656997
FSIP1,FSIP1 (161835),-0.014658572
PAPOLA,PAPOLA (10914),-0.014659721
TMPRSS3,TMPRSS3 (64699),-0.01466724
TMEM244,TMEM244 (253582),-0.014668731
GALNT5,GALNT5 (11227),-0.014672753
SAPCD1,SAPCD1 (401251),-0.014674546
ANKRD50,ANKRD50 (57182),-0.01467774
GPT,GPT (2875),-0.014679633
GGA1,GGA1 (26088),-0.014680549
METTL23,METTL23 (124512),-0.0146827465
CCL23,CCL23 (6368),-0.014682883
EVA1B,EVA1B (55194),-0.014684568
NDUFA12,NDUFA12 (55967),-0.014687014
SERPINF2,SERPINF2 (5345),-0.01468868
TAF9B,TAF9B (51616),-0.014690703
ENGASE,ENGASE (64772),-0.01469523
ZNF787,ZNF787 (126208),-0.01469721
FAM229B,FAM229B (619208),-0.014699636
CHCHD7,CHCHD7 (79145),-0.014709531
HEG1,HEG1 (57493),-0.0147102205
SDCBP2,SDCBP2 (27111),-0.014714673
HOOK1,HOOK1 (51361),-0.014719796
FER1L6,FER1L6 (654463),-0.014721519
RHOBTB1,RHOBTB1 (9886),-0.014729806
PAOX,PAOX (196743),-0.0147338845
PCED1A,PCED1A (64773),-0.014737256
ELK1,ELK1 (2002),-0.014741567
B4GALT7,B4GALT7 (11285),-0.014747884
PGBD2,PGBD2 (267002),-0.01476003
ABHD15,ABHD15 (116236),-0.014762602
CACNA1E,CACNA1E (777),-0.014765259
PRPS2,PRPS2 (5634),-0.014765735
CLK1,CLK1 (1195),-0.014766773
KCNA5,KCNA5 (3741),-0.014776933
TYW1,TYW1 (55253),-0.0147840455
SHOC1,SHOC1 (158401),-0.014784243
ACTC1,ACTC1 (70),-0.014785017
MAP4K1,MAP4K1 (11184),-0.014790047
IYD,IYD (389434),-0.0147904195
ACRV1,ACRV1 (56),-0.014790869
APLF,APLF (200558),-0.014791736
GCM2,GCM2 (9247),-0.014792123
PSG11,PSG11 (5680),-0.014792787
HS3ST1,HS3ST1 (9957),-0.014792978
SSX5,SSX5 (6758),-0.014793424
LRP2,LRP2 (4036),-0.01479763
AKR1C3,AKR1C3 (8644),-0.014799891
ITGA4,ITGA4 (3676),-0.014800796
CUEDC2,CUEDC2 (79004),-0.014801278
RAB8A,RAB8A (4218),-0.014805559
DENND4B,DENND4B (9909),-0.014806143
TRIM14,TRIM14 (9830),-0.014810289
PCDHGB1,PCDHGB1 (56104),-0.014816255
ADCYAP1,ADCYAP1 (116),-0.014818919
DDX31,DDX31 (64794),-0.014819897
KATNA1,KATNA1 (11104),-0.014821471
CRTC3,CRTC3 (64784),-0.014823569
SLAMF8,SLAMF8 (56833),-0.01482627
PENK,PENK (5179),-0.01482661
GFRAL,GFRAL (389400),-0.014829185
IL6R,IL6R (3570),-0.014830545
RBM3,RBM3 (5935),-0.01483367
CD300LG,CD300LG (146894),-0.014834213
KLKB1,KLKB1 (3818),-0.014834218
TMEM42,TMEM42 (131616),-0.014837883
CREB1,CREB1 (1385),-0.014837962
NCKAP5L,NCKAP5L (57701),-0.014838487
CCN6,CCN6 (8838),-0.014841655
C21orf58,C21orf58 (54058),-0.014849409
SYTL4,SYTL4 (94121),-0.014854145
FAM199X,FAM199X (139231),-0.014858021
AGPAT3,AGPAT3 (56894),-0.01486011
ZBTB7C,ZBTB7C (201501),-0.014860352
DLG2,DLG2 (1740),-0.014864188
LMNTD1,LMNTD1 (160492),-0.014864188
SEC16A,SEC16A (9919),-0.014864835
UGT2B28,UGT2B28 (54490),-0.014866417
TMEM150B,TMEM150B (284417),-0.014867474
OCIAD1,OCIAD1 (54940),-0.0148715805
NANOS2,NANOS2 (339345),-0.0148722
TASL,TASL (80231),-0.014872734
GALNT1,GALNT1 (2589),-0.014873253
SLC2A13,SLC2A13 (114134),-0.014873784
ZFAND5,ZFAND5 (7763),-0.014875012
LRRD1,LRRD1 (401387),-0.014875103
UNC13B,UNC13B (10497),-0.014875811
SLC35D3,SLC35D3 (340146),-0.014877988
CCDC106,CCDC106 (29903),-0.014878532
SLIT2,SLIT2 (9353),-0.014879716
FNIP1,FNIP1 (96459),-0.014880273
SLC1A3,SLC1A3 (6507),-0.014880466
HYAL2,HYAL2 (8692),-0.0148806255
ZNF700,ZNF700 (90592),-0.014882861
SMYD4,SMYD4 (114826),-0.01488688
SIPA1L2,SIPA1L2 (57568),-0.014890104
TMEM216,TMEM216 (51259),-0.01489422
CIITA,CIITA (4261),-0.014896652
TAS1R1,TAS1R1 (80835),-0.014898921
POU2AF3,POU2AF3 (120376),-0.014910396
MIPOL1,MIPOL1 (145282),-0.0149107585
ILDR1,ILDR1 (286676),-0.014916689
SWAP70,SWAP70 (23075),-0.01492257
INPP5J,INPP5J (27124),-0.014923553
TSPEAR,TSPEAR (54084),-0.014928965
TSC1,TSC1 (7248),-0.01492912
FBXO15,FBXO15 (201456),-0.014931512
NRAS,NRAS (4893),-0.014932019
COL8A1,COL8A1 (1295),-0.0149326315
APIP,APIP (51074),-0.014933094
ZNF529,ZNF529 (57711),-0.014940132
CCNG1,CCNG1 (900),-0.014941593
GRIA4,GRIA4 (2893),-0.0149416905
UGT2B7,UGT2B7 (7364),-0.014943558
MAGEH1,MAGEH1 (28986),-0.014943583
SH3GLB1,SH3GLB1 (51100),-0.014946885
CHGB,CHGB (1114),-0.014951938
CAMK2A,CAMK2A (815),-0.014952768
IGFLR1,IGFLR1 (79713),-0.014959416
RANBP6,RANBP6 (26953),-0.014963365
SNX8,SNX8 (29886),-0.014968911
FKTN,FKTN (2218),-0.014969061
CMPK2,CMPK2 (129607),-0.014971845
CDK14,CDK14 (5218),-0.014973769
RADIL,RADIL (55698),-0.01497648
PITHD1,PITHD1 (57095),-0.014977657
ZBED2,ZBED2 (79413),-0.014978371
NUB1,NUB1 (51667),-0.0149791045
NUDT5,NUDT5 (11164),-0.0149853
CYP2S1,CYP2S1 (29785),-0.01498794
PDILT,PDILT (204474),-0.014991743
LIPH,LIPH (200879),-0.014995839
YPEL2,YPEL2 (388403),-0.014996792
HOXA2,HOXA2 (3199),-0.014997078
SEC23B,SEC23B (10483),-0.014997149
DUSP18,DUSP18 (150290),-0.015000896
KRTAP16-1,KRTAP16-1 (100505753),-0.015001155
CDS1,CDS1 (1040),-0.01500634
SNX25,SNX25 (83891),-0.0150086675
GPRIN1,GPRIN1 (114787),-0.015009505
RIGI,RIGI (23586),-0.0150160575
MYH6,MYH6 (4624),-0.015017735
ARMH1,ARMH1 (339541),-0.015019326
PIK3AP1,PIK3AP1 (118788),-0.015020591
BSDC1,BSDC1 (55108),-0.015024246
MAPKAPK5,MAPKAPK5 (8550),-0.015024701
PSMB10,PSMB10 (5699),-0.0150256185
GDPD5,GDPD5 (81544),-0.015025628
C21orf62,C21orf62 (56245),-0.015030057
LHFPL4,LHFPL4 (375323),-0.015032486
TCEAL7,TCEAL7 (56849),-0.015034573
TBC1D17,TBC1D17 (79735),-0.015038985
KCNH6,KCNH6 (81033),-0.015040333
RGS1,RGS1 (5996),-0.015043725
TSEN15,TSEN15 (116461),-0.015046175
TGFBR1,TGFBR1 (7046),-0.015050379
AMOTL1,AMOTL1 (154810),-0.015057967
FUBP3,FUBP3 (8939),-0.01506264
PRMT2,PRMT2 (3275),-0.015063484
ZNF576,ZNF576 (79177),-0.015064166
MTHFS,MTHFS (10588),-0.015071003
IL1RAPL2,IL1RAPL2 (26280),-0.015071555
MAGEB2,MAGEB2 (4113),-0.015071871
PKN3,PKN3 (29941),-0.015072165
RAPGEF5,RAPGEF5 (9771),-0.015072973
CNTN4,CNTN4 (152330),-0.015073413
C4orf19,C4orf19 (55286),-0.015076485
SPATA6L,SPATA6L (55064),-0.015078604
TOR1A,TOR1A (1861),-0.015083113
NWD1,NWD1 (284434),-0.015083455
STMN3,STMN3 (50861),-0.015083772
FBXO24,FBXO24 (26261),-0.015085449
ACKR1,ACKR1 (2532),-0.015088798
OCIAD2,OCIAD2 (132299),-0.015092744
CCDC120,CCDC120 (90060),-0.015093401
OLAH,OLAH (55301),-0.015094835
COL21A1,COL21A1 (81578),-0.0150972
NPPA,NPPA (4878),-0.015106426
JPH2,JPH2 (57158),-0.015107949
HMGXB4,HMGXB4 (10042),-0.015108438
TUBB3,TUBB3 (10381),-0.015109197
POGLUT2,POGLUT2 (79070),-0.015115391
KLC3,KLC3 (147700),-0.015118315
CASD1,CASD1 (64921),-0.015121391
DHX57,DHX57 (90957),-0.01512212
PBRM1,PBRM1 (55193),-0.01512333
BNC2,BNC2 (54796),-0.015125109
GABRA3,GABRA3 (2556),-0.015126401
ZNF652,ZNF652 (22834),-0.015127827
DPY19L1,DPY19L1 (23333),-0.015130347
ATG10,ATG10 (83734),-0.01513116
F9,F9 (2158),-0.015132201
ZUP1,ZUP1 (221302),-0.015137574
CLEC2A,CLEC2A (387836),-0.015137669
PHLDB3,PHLDB3 (653583),-0.015139798
TRIM69,TRIM69 (140691),-0.015141147
TEDDM1,TEDDM1 (127670),-0.015144588
DBT,DBT (1629),-0.015144836
SH3BGRL2,SH3BGRL2 (83699),-0.015146686
CDKN3,CDKN3 (1033),-0.015147668
FBXW7,FBXW7 (55294),-0.015148068
MAPK14,MAPK14 (1432),-0.015149811
GUSB,GUSB (2990),-0.015154931
SHISAL2B,SHISAL2B (100132916),-0.0151609285
CASP1,CASP1 (834),-0.015161271
TMEM108,TMEM108 (66000),-0.015167227
DEPDC7,DEPDC7 (91614),-0.015173048
IRS4,IRS4 (8471),-0.01517366
FRZB,FRZB (2487),-0.015175444
TIRAP,TIRAP (114609),-0.0151771335
ALPK1,ALPK1 (80216),-0.015177923
PLEKHH3,PLEKHH3 (79990),-0.015179905
PDK4,PDK4 (5166),-0.015182765
PTGES,PTGES (9536),-0.015186209
MIA3,MIA3 (375056),-0.015188057
CRYBA1,CRYBA1 (1411),-0.015192832
TMEM126B,TMEM126B (55863),-0.015200218
KCNF1,KCNF1 (3754),-0.0152037125
MC5R,MC5R (4161),-0.015203997
MIXL1,MIXL1 (83881),-0.01520508
RTP4,RTP4 (64108),-0.015206201
NECAB1,NECAB1 (64168),-0.015216462
KLHDC8A,KLHDC8A (55220),-0.01521842
HEXA,HEXA (3073),-0.01522272
HELQ,HELQ (113510),-0.015225567
SULT1A2,SULT1A2 (6799),-0.015230543
PECR,PECR (55825),-0.0152316755
ZGLP1,ZGLP1 (100125288),-0.0152331125
PIGT,PIGT (51604),-0.015233511
CDH20,CDH20 (28316),-0.015233882
FBXO10,FBXO10 (26267),-0.015235037
LRRN1,LRRN1 (57633),-0.015239673
KANSL1L,KANSL1L (151050),-0.015241779
LOXL3,LOXL3 (84695),-0.01524591
NFKB1,NFKB1 (4790),-0.015257292
NPW,NPW (283869),-0.015258564
FOLR2,FOLR2 (2350),-0.0152597735
CXCR3,CXCR3 (2833),-0.015268882
GPD2,GPD2 (2820),-0.015274713
LIX1,LIX1 (167410),-0.0152779855
HERC4,HERC4 (26091),-0.015283496
GABRR1,GABRR1 (2569),-0.015285558
LGALS13,LGALS13 (29124),-0.015289326
ZNF829,ZNF829 (374899),-0.015293633
LIPM,LIPM (340654),-0.015302821
KRTAP15-1,KRTAP15-1 (254950),-0.015302996
ZNF142,ZNF142 (7701),-0.0153032765
UBAC2,UBAC2 (337867),-0.015304289
ACTMAP,ACTMAP (284325),-0.015306253
TCN1,TCN1 (6947),-0.015311882
TRIM63,TRIM63 (84676),-0.015312362
RSPO3,RSPO3 (84870),-0.015313415
DOCK9,DOCK9 (23348),-0.015314842
CSTF2T,CSTF2T (23283),-0.0153157255
GMPPA,GMPPA (29926),-0.01531917
RGS17,RGS17 (26575),-0.015320125
TMEM61,TMEM61 (199964),-0.015326418
HBQ1,HBQ1 (3049),-0.015327709
TMEM100,TMEM100 (55273),-0.015329848
ZNF737,ZNF737 (100129842),-0.015330151
KDM3B,KDM3B (51780),-0.015332707
FKBP7,FKBP7 (51661),-0.015337604
G3BP1,G3BP1 (10146),-0.015337722
TRIM34,TRIM34 (53840),-0.0153378835
DMRTC2,DMRTC2 (63946),-0.015339262
IL1RL2,IL1RL2 (8808),-0.015341342
PACRG,PACRG (135138),-0.015345377
FOXD3,FOXD3 (27022),-0.015345846
NAALAD2,NAALAD2 (10003),-0.01534612
OPN4,OPN4 (94233),-0.015351099
MOSPD2,MOSPD2 (158747),-0.015354011
STOM,STOM (2040),-0.015358207
SLC30A8,SLC30A8 (169026),-0.015360327
AADACL2,AADACL2 (344752),-0.015365117
SCAMP5,SCAMP5 (192683),-0.015366835
CACNA2D2,CACNA2D2 (9254),-0.015367092
ACAA1,ACAA1 (30),-0.015367538
